ClassId,TR,EN
58,autsl_eczane,autsl_pharmacy
59,autsl_eldiven,autsl_glove
60,autsl_emek,autsl_labor
61,autsl_emekli,autsl_retired
62,autsl_erkek,autsl_male
63,autsl_et,autsl_meal
64,autsl_ev,autsl_house
65,autsl_evet,autsl_yes
66,autsl_evli,autsl_married
67,autsl_ezberlemek,autsl_memorize
68,autsl_fil,autsl_elephant
69,autsl_fotograf,autsl_photograph
70,autsl_futbol,autsl_football
71,autsl_gecmis,autsl_past
72,autsl_gecmis_olsun,autsl_get_well
73,autsl_getirmek,autsl_bring
74,autsl_gol,autsl_lake
75,autsl_gomlek,autsl_shirt
76,autsl_gormek,autsl_see
77,autsl_gostermek,autsl_show
78,autsl_gulmek,autsl_laugh
79,autsl_hafif,autsl_lightweight
80,autsl_hakli,autsl_right
81,autsl_hali,autsl_carpet
82,autsl_hasta,autsl_ill
83,autsl_hastane,autsl_hospital
84,autsl_hata,autsl_fault
85,autsl_havlu,autsl_towel
86,autsl_hayir,autsl_no
87,autsl_hayirli_olsun,autsl_congratulations
88,autsl_hayvan,autsl_animal
89,autsl_hediye,autsl_gift
90,autsl_helal,autsl_halal
91,autsl_hep,autsl_always
92,autsl_hic,autsl_never
93,autsl_hoscakal,autsl_goodbye
94,autsl_icmek,autsl_drink
95,autsl_igne,autsl_needle
96,autsl_ilac,autsl_medicine
97,autsl_ilgilenmemek,autsl_not_interested
98,autsl_isik,autsl_light
99,autsl_itmek,autsl_push
100,autsl_iyi,autsl_good
101,autsl_kacmak,autsl_escape
102,autsl_kahvalti,autsl_breakfast
103,autsl_kalem,autsl_pencil
104,autsl_kalorifer,autsl_radiator
105,autsl_kapi,autsl_door
106,autsl_kardes,autsl_sibling
107,autsl_kavsak,autsl_crossroads
108,autsl_kaza,autsl_accident
109,autsl_kemer,autsl_belt
110,autsl_keske,autsl_if_only
111,autsl_kim,autsl_who
112,autsl_kimlik,autsl_identity
113,autsl_kira,autsl_rent
114,autsl_kitap,autsl_book
115,autsl_kiyma,autsl_mince
116,autsl_kiz,autsl_female
117,autsl_koku,autsl_smell
118,autsl_kolonya,autsl_cologne
119,autsl_komur,autsl_coal
120,autsl_kopek,autsl_dog
121,autsl_kopru,autsl_bridge
122,autsl_kotu,autsl_bad
123,autsl_kucak,autsl_lap
124,autsl_leke,autsl_stain
125,autsl_maas,autsl_salary
126,autsl_makas,autsl_scissors
127,autsl_masa,autsl_tongs
128,autsl_masallah,autsl_god_preserve
129,autsl_melek,autsl_angel
130,autsl_memnun_olmak,autsl_be_pleased
131,autsl_mendil,autsl_napkin
132,autsl_merdiven,autsl_stairs
133,autsl_misafir,autsl_guest
134,autsl_mudur,autsl_manager
135,autsl_musluk,autsl_tap
136,autsl_nasil,autsl_how
137,autsl_neden,autsl_why
138,autsl_nerede,autsl_where
139,autsl_nine,autsl_grandmother
140,autsl_ocak,autsl_oven
141,autsl_oda,autsl_room
142,autsl_odun,autsl_wood
143,autsl_ogretmen,autsl_teacher
144,autsl_okul,autsl_school
145,autsl_olimpiyat,autsl_olympiad
146,autsl_olmaz,autsl_nope
147,autsl_olur,autsl_allright
148,autsl_onlar,autsl_they
149,autsl_orman,autsl_forest
150,autsl_oruc,autsl_fasting
151,autsl_ozur_dilemek,autsl_apologize
152,autsl_pamuk,autsl_cotton
153,autsl_pantolon,autsl_trousers
154,autsl_para,autsl_money
155,autsl_pastirma,autsl_pastrami
156,autsl_patates,autsl_potato
157,autsl_pazar,autsl_sunday
158,autsl_pazartesi,autsl_monday
159,autsl_pencere,autsl_window
160,autsl_persembe,autsl_thursday
161,autsl_piknik,autsl_picnic
162,autsl_polis,autsl_police
163,autsl_psikoloji,autsl_psychology
164,autsl_rica_etmek,autsl_request
165,autsl_saat,autsl_hour
166,autsl_sabun,autsl_soap
167,autsl_salca,autsl_sauce
168,autsl_sali,autsl_tuesday
169,autsl_sampiyon,autsl_champion
170,autsl_sapka,autsl_hat
171,autsl_savas,autsl_war
172,autsl_seker,autsl_sugar
173,autsl_selam,autsl_hi
174,autsl_semsiye,autsl_umbrella
175,autsl_sen,autsl_you
176,autsl_senet,autsl_bill
177,autsl_serbest,autsl_free
178,autsl_ses,autsl_voice
179,autsl_sevmek,autsl_love
180,autsl_seytan,autsl_evil
181,autsl_sinir,autsl_border
182,autsl_siz,autsl_you
183,autsl_soylemek,autsl_say
184,autsl_soz,autsl_promise
185,autsl_sut,autsl_milk
186,autsl_tamam,autsl_okay
187,autsl_tarak,autsl_comb
188,autsl_tarih,autsl_date
189,autsl_tatil,autsl_holiday
190,autsl_tatli,autsl_sweet
191,autsl_tavan,autsl_ceiling
192,autsl_tehlike,autsl_danger
193,autsl_telefon,autsl_telephone
194,autsl_terazi,autsl_scales
195,autsl_terzi,autsl_tailor
196,autsl_tesekkur,autsl_thanks
197,autsl_tornavida,autsl_screwdriver
198,autsl_turkiye,autsl_turkey
199,autsl_turuncu,autsl_orange
200,autsl_tuvalet,autsl_toilet
201,autsl_un,autsl_flour
202,autsl_uzak,autsl_far
203,autsl_uzgun,autsl_sad
204,autsl_var,autsl_existing
205,autsl_vergi,autsl_tax
206,autsl_yakin,autsl_near
207,autsl_yalniz,autsl_alone
208,autsl_yanlis,autsl_wrong
209,autsl_yapmak,autsl_do
210,autsl_yarabandi,autsl_band-aid
211,autsl_yardim,autsl_help
212,autsl_yarin,autsl_tomorrow
213,autsl_yasak,autsl_forbidden
214,autsl_yastik,autsl_pillow
215,autsl_yatak,autsl_bed
216,autsl_yavas,autsl_slow
217,autsl_yemek,autsl_eat
218,autsl_yemek_pisirmek,autsl_cook
219,autsl_yildiz,autsl_star
220,autsl_yok,autsl_absent
221,autsl_yol,autsl_road
222,autsl_yorgun,autsl_tired
223,autsl_yumurta,autsl_egg
224,autsl_zaman,autsl_time
225,autsl_zor,autsl_difficult
226,asl_1DOLLAR,asl_1DOLLAR
227,asl_5DOLLARS,asl_5DOLLARS
228,asl_8HOUR,asl_8HOUR
229,asl_9OCLOCK,asl_9OCLOCK
230,asl_A-LINEBOB,asl_A-LINEBOB
231,asl_ABBREVIATE,asl_ABBREVIATE
232,asl_ABOUT1,asl_ABOUT1
233,asl_ABOUT2,asl_ABOUT2
234,asl_ABOVE,asl_ABOVE
235,asl_ABSOLUTELYNOTHING,asl_ABSOLUTELYNOTHING
236,asl_ACCENT,asl_ACCENT
237,asl_ACCEPT,asl_ACCEPT
238,asl_ACCESS,asl_ACCESS
239,asl_ACCIDENT,asl_ACCIDENT
240,asl_ACCOMPLISH,asl_ACCOMPLISH
241,asl_ACCORDION,asl_ACCORDION
242,asl_ACCOUNTANT,asl_ACCOUNTANT
243,asl_ACQUIRE,asl_ACQUIRE
244,asl_ACT,asl_ACT
245,asl_ACTION,asl_ACTION
246,asl_ACTOR,asl_ACTOR
247,asl_ADD,asl_ADD
248,asl_ADDICT,asl_ADDICT
249,asl_ADDRESS,asl_ADDRESS
250,asl_ADMIRE,asl_ADMIRE
251,asl_ADMIT,asl_ADMIT
252,asl_ADOPT,asl_ADOPT
253,asl_ADULT,asl_ADULT
254,asl_ADVANTAGE,asl_ADVANTAGE
255,asl_ADVERTISE,asl_ADVERTISE
256,asl_AFRICA,asl_AFRICA
257,asl_AFTER,asl_AFTER
258,asl_AFTERNOON,asl_AFTERNOON
259,asl_AGAIN,asl_AGAIN
260,asl_AGAINST,asl_AGAINST
261,asl_AGE,asl_AGE
262,asl_AGENCY,asl_AGENCY
263,asl_AGREEMENT,asl_AGREEMENT
264,asl_AIRPLANE,asl_AIRPLANE
265,asl_ALARM,asl_ALARM
266,asl_ALASKA,asl_ALASKA
267,asl_ALCOHOL,asl_ALCOHOL
268,asl_ALIGN,asl_ALIGN
269,asl_ALITTLEBIT,asl_ALITTLEBIT
270,asl_ALL,asl_ALL
271,asl_ALLDAY,asl_ALLDAY
272,asl_ALLGONE,asl_ALLGONE
273,asl_ALLOFSUDDEN,asl_ALLOFSUDDEN
274,asl_ALLOVER,asl_ALLOVER
275,asl_ALLOVERBODY,asl_ALLOVERBODY
276,asl_ALLTOGETHER,asl_ALLTOGETHER
277,asl_ALLWAY,asl_ALLWAY
278,asl_ALONE,asl_ALONE
279,asl_ALPHABET,asl_ALPHABET
280,asl_ALRIGHT,asl_ALRIGHT
281,asl_ALWAYS,asl_ALWAYS
282,asl_AMAZING,asl_AMAZING
283,asl_AMERICA,asl_AMERICA
284,asl_ANALYZE,asl_ANALYZE
285,asl_AND,asl_AND
286,asl_ANGEL,asl_ANGEL
287,asl_ANGRY,asl_ANGRY
288,asl_ANIMAL,asl_ANIMAL
289,asl_ANNOUNCE,asl_ANNOUNCE
290,asl_ANSWER,asl_ANSWER
291,asl_ANTLERS,asl_ANTLERS
292,asl_ANY,asl_ANY
293,asl_ANYONE,asl_ANYONE
294,asl_APART,asl_APART
295,asl_APPEAR,asl_APPEAR
296,asl_APPLE,asl_APPLE
297,asl_APPOINTMENT,asl_APPOINTMENT
298,asl_APRIL,asl_APRIL
299,asl_ARCHEOLOGY,asl_ARCHEOLOGY
300,asl_AREA,asl_AREA
301,asl_ARGUE,asl_ARGUE
302,asl_ARIZONA,asl_ARIZONA
303,asl_ARM1,asl_ARM1
304,asl_ARM2,asl_ARM2
305,asl_ARM3,asl_ARM3
306,asl_ARMY,asl_ARMY
307,asl_ARREST1,asl_ARREST1
308,asl_ARREST2,asl_ARREST2
309,asl_ARREST3,asl_ARREST3
310,asl_ARRIVE,asl_ARRIVE
311,asl_ART,asl_ART
312,asl_ARTICLE,asl_ARTICLE
313,asl_ARTICULATESIGN,asl_ARTICULATESIGN
314,asl_ASIA,asl_ASIA
315,asl_ASK,asl_ASK
316,asl_ASSEMBLY,asl_ASSEMBLY
317,asl_ASSIGN,asl_ASSIGN
318,asl_ASSIST,asl_ASSIST
319,asl_ASSISTANT,asl_ASSISTANT
320,asl_ASTRONAUT,asl_ASTRONAUT
321,asl_AT,asl_AT
322,asl_ATHLETE,asl_ATHLETE
323,asl_ATLANTA,asl_ATLANTA
324,asl_ATTENTION,asl_ATTENTION
325,asl_ATTITUDE,asl_ATTITUDE
326,asl_AUDIENCE,asl_AUDIENCE
327,asl_AUDITORIUM,asl_AUDITORIUM
328,asl_AUNT,asl_AUNT
329,asl_AUSTRALIA,asl_AUSTRALIA
330,asl_AUTISM1,asl_AUTISM1
331,asl_AUTISM2,asl_AUTISM2
332,asl_AUTOMATIC,asl_AUTOMATIC
333,asl_AVERAGE,asl_AVERAGE
334,asl_AVOID,asl_AVOID
335,asl_AWAKE,asl_AWAKE
336,asl_AWARD,asl_AWARD
337,asl_AWAY,asl_AWAY
338,asl_AWKWARD,asl_AWKWARD
339,asl_AXE1,asl_AXE1
340,asl_AXE2,asl_AXE2
341,asl_BABY1,asl_BABY1
342,asl_BABY2,asl_BABY2
343,asl_BABYSITTER,asl_BABYSITTER
344,asl_BACHELOR,asl_BACHELOR
345,asl_BACK,asl_BACK
346,asl_BACKOUT,asl_BACKOUT
347,asl_BACKPACK1,asl_BACKPACK1
348,asl_BACKPACK2,asl_BACKPACK2
349,asl_BACKUP,asl_BACKUP
350,asl_BACKYARD,asl_BACKYARD
351,asl_BACON,asl_BACON
352,asl_BAD,asl_BAD
353,asl_BADGE,asl_BADGE
354,asl_BAG1,asl_BAG1
355,asl_BAG2,asl_BAG2
356,asl_BAKE1,asl_BAKE1
357,asl_BAKE2,asl_BAKE2
358,asl_BALANCE,asl_BALANCE
359,asl_BALD,asl_BALD
360,asl_BALL,asl_BALL
361,asl_BALLOON,asl_BALLOON
362,asl_BANANA1,asl_BANANA1
363,asl_BANANA2,asl_BANANA2
364,asl_BANANA3,asl_BANANA3
365,asl_BANANA4,asl_BANANA4
366,asl_BANDAGE,asl_BANDAGE
367,asl_BANDAID1,asl_BANDAID1
368,asl_BANDAID2,asl_BANDAID2
369,asl_BANK,asl_BANK
370,asl_BAR,asl_BAR
371,asl_BARELY,asl_BARELY
372,asl_BARK1,asl_BARK1
373,asl_BARK2,asl_BARK2
374,asl_BARK3,asl_BARK3
375,asl_BARRETTE,asl_BARRETTE
376,asl_BASEBALL,asl_BASEBALL
377,asl_BASEBALLCAP,asl_BASEBALLCAP
378,asl_BASEMENT,asl_BASEMENT
379,asl_BASIC,asl_BASIC
380,asl_BASKET1,asl_BASKET1
381,asl_BASKET2,asl_BASKET2
382,asl_BASKETBALL1,asl_BASKETBALL1
383,asl_BASKETBALL2,asl_BASKETBALL2
384,asl_BASKETBALL3,asl_BASKETBALL3
385,asl_BAT1,asl_BAT1
386,asl_BAT2,asl_BAT2
387,asl_BAT3,asl_BAT3
388,asl_BATH,asl_BATH
389,asl_BATHROOM,asl_BATHROOM
390,asl_BATHTUB,asl_BATHTUB
391,asl_BATTERY,asl_BATTERY
392,asl_BEACH,asl_BEACH
393,asl_BEAK,asl_BEAK
394,asl_BEANIE,asl_BEANIE
395,asl_BEANS,asl_BEANS
396,asl_BEAR,asl_BEAR
397,asl_BEARD,asl_BEARD
398,asl_BEAT,asl_BEAT
399,asl_BEAVER,asl_BEAVER
400,asl_BECAUSE,asl_BECAUSE
401,asl_BECOME,asl_BECOME
402,asl_BED1,asl_BED1
403,asl_BED2,asl_BED2
404,asl_BEDROOM,asl_BEDROOM
405,asl_BEE1,asl_BEE1
406,asl_BEE2,asl_BEE2
407,asl_BEER,asl_BEER
408,asl_BEFORE,asl_BEFORE
409,asl_BEG,asl_BEG
410,asl_BEHAVIOR,asl_BEHAVIOR
411,asl_BEHIND,asl_BEHIND
412,asl_BELIEVE1,asl_BELIEVE1
413,asl_BELIEVE2,asl_BELIEVE2
414,asl_BELL,asl_BELL
415,asl_BELT1,asl_BELT1
416,asl_BELT2,asl_BELT2
417,asl_BEND,asl_BEND
418,asl_BENEFIT,asl_BENEFIT
419,asl_BERRY,asl_BERRY
420,asl_BEST,asl_BEST
421,asl_BET,asl_BET
422,asl_BETTER,asl_BETTER
423,asl_BETWEEN,asl_BETWEEN
424,asl_BIB,asl_BIB
425,asl_BICYCLE,asl_BICYCLE
426,asl_BIG,asl_BIG
427,asl_BIND,asl_BIND
428,asl_BINOCULARS,asl_BINOCULARS
429,asl_BIOLOGY,asl_BIOLOGY
430,asl_BIRD,asl_BIRD
431,asl_BIRTH,asl_BIRTH
432,asl_BIRTHDAY,asl_BIRTHDAY
433,asl_BISON,asl_BISON
434,asl_BITCH,asl_BITCH
435,asl_BITE1,asl_BITE1
436,asl_BITE2,asl_BITE2
437,asl_BITEONARM,asl_BITEONARM
438,asl_BITEONNECK,asl_BITEONNECK
439,asl_BLACK,asl_BLACK
440,asl_BLACKBIRD,asl_BLACKBIRD
441,asl_BLAME,asl_BLAME
442,asl_BLANK,asl_BLANK
443,asl_BLANKET,asl_BLANKET
444,asl_BLEED,asl_BLEED
445,asl_BLESS,asl_BLESS
446,asl_BLIND,asl_BLIND
447,asl_BLINDS1,asl_BLINDS1
448,asl_BLINDS2,asl_BLINDS2
449,asl_BLINK,asl_BLINK
450,asl_BLOND,asl_BLOND
451,asl_BLOOD,asl_BLOOD
452,asl_BLOOM,asl_BLOOM
453,asl_BLOUSE,asl_BLOUSE
454,asl_BLOW,asl_BLOW
455,asl_BLOWCANDLE1,asl_BLOWCANDLE1
456,asl_BLOWCANDLE2,asl_BLOWCANDLE2
457,asl_BLOWMIND,asl_BLOWMIND
458,asl_BLUE,asl_BLUE
459,asl_BLUR,asl_BLUR
460,asl_BLUSH,asl_BLUSH
461,asl_BOARD,asl_BOARD
462,asl_BOAT,asl_BOAT
463,asl_BODY,asl_BODY
464,asl_BOIL1,asl_BOIL1
465,asl_BOIL2,asl_BOIL2
466,asl_BOILINGMAD,asl_BOILINGMAD
467,asl_BOLT,asl_BOLT
468,asl_BOMB,asl_BOMB
469,asl_BONE,asl_BONE
470,asl_BOOK,asl_BOOK
471,asl_BOOTS1,asl_BOOTS1
472,asl_BOOTS2,asl_BOOTS2
473,asl_BORED1,asl_BORED1
474,asl_BORED2,asl_BORED2
475,asl_BORROW,asl_BORROW
476,asl_BOSS,asl_BOSS
477,asl_BOSTON,asl_BOSTON
478,asl_BOTH,asl_BOTH
479,asl_BOTHER,asl_BOTHER
480,asl_BOTTLE,asl_BOTTLE
481,asl_BOTTOM,asl_BOTTOM
482,asl_BOUNCE,asl_BOUNCE
483,asl_BOW1,asl_BOW1
484,asl_BOW2,asl_BOW2
485,asl_BOW3,asl_BOW3
486,asl_BOW4,asl_BOW4
487,asl_BOWL,asl_BOWL
488,asl_BOWLING1,asl_BOWLING1
489,asl_BOWLING2,asl_BOWLING2
490,asl_BOWTIE,asl_BOWTIE
491,asl_BOX,asl_BOX
492,asl_BOXING,asl_BOXING
493,asl_BOY,asl_BOY
494,asl_BOYFRIEND,asl_BOYFRIEND
495,asl_BRA1,asl_BRA1
496,asl_BRA2,asl_BRA2
497,asl_BRA3,asl_BRA3
498,asl_BRACELET,asl_BRACELET
499,asl_BRAG,asl_BRAG
500,asl_BRAIDS,asl_BRAIDS
501,asl_BRAILLE,asl_BRAILLE
502,asl_BRAINSTORM,asl_BRAINSTORM
503,asl_BRAINWASH,asl_BRAINWASH
504,asl_BRAVE,asl_BRAVE
505,asl_BREAD,asl_BREAD
506,asl_BREAK,asl_BREAK
507,asl_BREAKDOWN1,asl_BREAKDOWN1
508,asl_BREAKDOWN2,asl_BREAKDOWN2
509,asl_BREAKFAST1,asl_BREAKFAST1
510,asl_BREAKFAST2,asl_BREAKFAST2
511,asl_BREAKTIME,asl_BREAKTIME
512,asl_BREATHE,asl_BREATHE
513,asl_BRICK,asl_BRICK
514,asl_BRIDESMAID,asl_BRIDESMAID
515,asl_BRIDGE1,asl_BRIDGE1
516,asl_BRIDGE2,asl_BRIDGE2
517,asl_BRIGHT,asl_BRIGHT
518,asl_BRING,asl_BRING
519,asl_BROTHER,asl_BROTHER
520,asl_BROWN,asl_BROWN
521,asl_BRUSH,asl_BRUSH
522,asl_BUBBLES,asl_BUBBLES
523,asl_BUCKLE1,asl_BUCKLE1
524,asl_BUCKLE2,asl_BUCKLE2
525,asl_BUDGET,asl_BUDGET
526,asl_BUFFALO,asl_BUFFALO
527,asl_BUG,asl_BUG
528,asl_BUILDING,asl_BUILDING
529,asl_BULL,asl_BULL
530,asl_BULLDOZER,asl_BULLDOZER
531,asl_BULLSHIT,asl_BULLSHIT
532,asl_BUMPY,asl_BUMPY
533,asl_BUN,asl_BUN
534,asl_BURN,asl_BURN
535,asl_BURP,asl_BURP
536,asl_BURY1,asl_BURY1
537,asl_BURY2,asl_BURY2
538,asl_BURY3,asl_BURY3
539,asl_BURY4,asl_BURY4
540,asl_BUS,asl_BUS
541,asl_BUSINESS,asl_BUSINESS
542,asl_BUSTED,asl_BUSTED
543,asl_BUSY,asl_BUSY
544,asl_BUT,asl_BUT
545,asl_BUTTER,asl_BUTTER
546,asl_BUTTERFLY,asl_BUTTERFLY
547,asl_BUTTONS,asl_BUTTONS
548,asl_BUY,asl_BUY
549,asl_BYE,asl_BYE
550,asl_CABINET,asl_CABINET
551,asl_CAFETERIA,asl_CAFETERIA
552,asl_CAKE,asl_CAKE
553,asl_CALCULATOR,asl_CALCULATOR
554,asl_CALENDAR1,asl_CALENDAR1
555,asl_CALENDAR2,asl_CALENDAR2
556,asl_CALIFORNIA,asl_CALIFORNIA
557,asl_CALL1,asl_CALL1
558,asl_CALL2,asl_CALL2
559,asl_CALLATTENTION,asl_CALLATTENTION
560,asl_CALLTTY,asl_CALLTTY
561,asl_CALM,asl_CALM
562,asl_CAMCORDER,asl_CAMCORDER
563,asl_CAMEL,asl_CAMEL
564,asl_CAMERA,asl_CAMERA
565,asl_CAMERAMAN,asl_CAMERAMAN
566,asl_CAMPING,asl_CAMPING
567,asl_CAN1,asl_CAN1
568,asl_CAN2,asl_CAN2
569,asl_CANADA,asl_CANADA
570,asl_CANCEL1,asl_CANCEL1
571,asl_CANCEL2,asl_CANCEL2
572,asl_CANCELLATION,asl_CANCELLATION
573,asl_CANCER1,asl_CANCER1
574,asl_CANCER2,asl_CANCER2
575,asl_CANDLE,asl_CANDLE
576,asl_CANDY1,asl_CANDY1
577,asl_CANDY2,asl_CANDY2
578,asl_CANNON,asl_CANNON
579,asl_CANNOT,asl_CANNOT
580,asl_CANOE,asl_CANOE
581,asl_CAPE,asl_CAPE
582,asl_CAPTION,asl_CAPTION
583,asl_CAPTURE,asl_CAPTURE
584,asl_CAR,asl_CAR
585,asl_CARACCIDENT,asl_CARACCIDENT
586,asl_CARBATTERY,asl_CARBATTERY
587,asl_CARDS,asl_CARDS
588,asl_CAREFUL,asl_CAREFUL
589,asl_CAROUSEL,asl_CAROUSEL
590,asl_CARROT1,asl_CARROT1
591,asl_CARROT2,asl_CARROT2
592,asl_CARROT3,asl_CARROT3
593,asl_CARRY,asl_CARRY
594,asl_CARVE,asl_CARVE
595,asl_CASTLE1,asl_CASTLE1
596,asl_CASTLE2,asl_CASTLE2
597,asl_CASTLE3,asl_CASTLE3
598,asl_CASTLE4,asl_CASTLE4
599,asl_CASUAL,asl_CASUAL
600,asl_CAT1,asl_CAT1
601,asl_CAT2,asl_CAT2
602,asl_CAT3,asl_CAT3
603,asl_CATAPULT,asl_CATAPULT
604,asl_CATCH1,asl_CATCH1
605,asl_CATCH2,asl_CATCH2
606,asl_CATCH3,asl_CATCH3
607,asl_CATCHBASEBALL,asl_CATCHBASEBALL
608,asl_CATEGORY,asl_CATEGORY
609,asl_CATEPILLAR,asl_CATEPILLAR
610,asl_CATHOLIC,asl_CATHOLIC
611,asl_CAUGHT,asl_CAUGHT
612,asl_CAUSE,asl_CAUSE
613,asl_CEILING,asl_CEILING
614,asl_CELEBRATE,asl_CELEBRATE
615,asl_CELERY,asl_CELERY
616,asl_CELLPHONE,asl_CELLPHONE
617,asl_CEMETERY,asl_CEMETERY
618,asl_CENTER,asl_CENTER
619,asl_CEREAL,asl_CEREAL
620,asl_CERTIFICATE,asl_CERTIFICATE
621,asl_CHAIN,asl_CHAIN
622,asl_CHAIR,asl_CHAIR
623,asl_CHALLENGE,asl_CHALLENGE
624,asl_CHAMP,asl_CHAMP
625,asl_CHAMPION,asl_CHAMPION
626,asl_CHANCE,asl_CHANCE
627,asl_CHANGE,asl_CHANGE
628,asl_CHANNEL,asl_CHANNEL
629,asl_CHAOS,asl_CHAOS
630,asl_CHARACTER,asl_CHARACTER
631,asl_CHARGE,asl_CHARGE
632,asl_CHARGECARD,asl_CHARGECARD
633,asl_CHASE,asl_CHASE
634,asl_CHAT,asl_CHAT
635,asl_CHEAP,asl_CHEAP
636,asl_CHEAT1,asl_CHEAT1
637,asl_CHEAT2,asl_CHEAT2
638,asl_CHECK,asl_CHECK
639,asl_CHEEK,asl_CHEEK
640,asl_CHEER,asl_CHEER
641,asl_CHEERLEADER1,asl_CHEERLEADER1
642,asl_CHEERLEADER2,asl_CHEERLEADER2
643,asl_CHEESE,asl_CHEESE
644,asl_CHEESEGRATER,asl_CHEESEGRATER
645,asl_CHERISH,asl_CHERISH
646,asl_CHERRY1,asl_CHERRY1
647,asl_CHERRY2,asl_CHERRY2
648,asl_CHEW1,asl_CHEW1
649,asl_CHEW2,asl_CHEW2
650,asl_CHEW2MOUTH,asl_CHEW2MOUTH
651,asl_CHEW3,asl_CHEW3
652,asl_CHEW4,asl_CHEW4
653,asl_CHICAGO,asl_CHICAGO
654,asl_CHILD,asl_CHILD
655,asl_CHILDREN,asl_CHILDREN
656,asl_CHIMNEY,asl_CHIMNEY
657,asl_CHIN,asl_CHIN
658,asl_CHINA,asl_CHINA
659,asl_CHOCOLATE,asl_CHOCOLATE
660,asl_CHOKE,asl_CHOKE
661,asl_CHOP,asl_CHOP
662,asl_CHOPSTICKS,asl_CHOPSTICKS
663,asl_CHRISTMAS1,asl_CHRISTMAS1
664,asl_CHRISTMAS2,asl_CHRISTMAS2
665,asl_CHURCH,asl_CHURCH
666,asl_CHURN,asl_CHURN
667,asl_CIGAR,asl_CIGAR
668,asl_CIGARETTE,asl_CIGARETTE
669,asl_CIRCLE,asl_CIRCLE
670,asl_CIRCUSWHEEL,asl_CIRCUSWHEEL
671,asl_CITY1,asl_CITY1
672,asl_CITY2,asl_CITY2
673,asl_CLAP,asl_CLAP
674,asl_CLASH,asl_CLASH
675,asl_CLASS,asl_CLASS
676,asl_CLAUSE,asl_CLAUSE
677,asl_CLAW,asl_CLAW
678,asl_CLEAN,asl_CLEAN
679,asl_CLEAR,asl_CLEAR
680,asl_CLEFTCHIN,asl_CLEFTCHIN
681,asl_CLICK,asl_CLICK
682,asl_CLIENT,asl_CLIENT
683,asl_CLIMBLADDER,asl_CLIMBLADDER
684,asl_CLIP,asl_CLIP
685,asl_CLOCK1,asl_CLOCK1
686,asl_CLOCK2,asl_CLOCK2
687,asl_CLOSE,asl_CLOSE
688,asl_CLOSEDOOR,asl_CLOSEDOOR
689,asl_CLOSEEYES,asl_CLOSEEYES
690,asl_CLOSET1,asl_CLOSET1
691,asl_CLOSET2,asl_CLOSET2
692,asl_CLOTHES,asl_CLOTHES
693,asl_CLOUD1,asl_CLOUD1
694,asl_CLOUD2,asl_CLOUD2
695,asl_CLOUD3,asl_CLOUD3
696,asl_CLOUD4,asl_CLOUD4
697,asl_CLOWN,asl_CLOWN
698,asl_CLUELESS,asl_CLUELESS
699,asl_COACH,asl_COACH
700,asl_COCACOLA,asl_COCACOLA
701,asl_COCAINE,asl_COCAINE
702,asl_COCONUT,asl_COCONUT
703,asl_COFFEE,asl_COFFEE
704,asl_COINS,asl_COINS
705,asl_COLD,asl_COLD
706,asl_COLLEGE,asl_COLLEGE
707,asl_COLOR,asl_COLOR
708,asl_COMB1,asl_COMB1
709,asl_COMB2,asl_COMB2
